order_id,order_datetime,quantity,product_id,product_price,product_name
8,2019-08-03 19:29:00,1,15,2.95,Pilau Rice
8,2019-08-03 19:29:00,1,144,8.95,Lamb Tikka Chilli Masala
8,2019-08-03 19:29:00,1,14,2.95,Peshwari Naan
8,2019-08-03 19:29:00,1,74,5.95,Saag Aloo
9,2019-08-03 19:28:00,1,79,5.95,Aloo Gobi
9,2019-08-03 19:28:00,1,64,5.95,Bhindi Bhajee
9,2019-08-03 19:28:00,1,66,5.95,Saag Paneer
9,2019-08-03 19:28:00,2,1,0.5,Mint Sauce
9,2019-08-03 19:28:00,1,176,9.95,Chicken Biryani
9,2019-08-03 19:28:00,1,19,2.95,Garlic Naan
9,2019-08-03 19:28:00,1,11,2.6,Plain Naan
9,2019-08-03 19:28:00,1,136,8.95,Tandoori Chicken Masala
10,2019-08-03 19:26:00,4,6,0.8,Plain Papadum
10,2019-08-03 19:26:00,2,4,0.5,Red Sauce
10,2019-08-03 19:26:00,1,103,8.95,Chicken Tikka Masala
10,2019-08-03 19:26:00,1,94,7.95,Madras - Chicken Tikka
10,2019-08-03 19:26:00,2,36,3.95,Mushroom Rice
10,2019-08-03 19:26:00,1,19,2.95,Garlic Naan
10,2019-08-03 19:26:00,1,73,5.95,Bombay Aloo
11,2019-08-03 19:25:00,1,28,3.95,Onion Bhajee
11,2019-08-03 19:25:00,1,60,4.95,Sheek Kebab
11,2019-08-03 19:25:00,8,6,0.8,Plain Papadum
11,2019-08-03 19:25:00,2,3,0.5,Mango Chutney
11,2019-08-03 19:25:00,2,1,0.5,Mint Sauce
11,2019-08-03 19:25:00,1,5,0.5,Onion Chutney
11,2019-08-03 19:25:00,1,110,8.95,Chicken Tikka (Main)
11,2019-08-03 19:25:00,1,102,8.95,Korma - Chicken
11,2019-08-03 19:25:00,1,103,8.95,Chicken Tikka Masala
11,2019-08-03 19:25:00,1,18,2.95,Plain Rice
11,2019-08-03 19:25:00,1,15,2.95,Pilau Rice
11,2019-08-03 19:25:00,2,13,2.95,Keema Naan
11,2019-08-03 19:25:00,1,30,3.95,French Fries
11,2019-08-03 19:25:00,1,176,9.95,Chicken Biryani
11,2019-08-03 19:25:00,1,36,3.95,Mushroom Rice
12,2019-08-03 19:16:00,1,28,3.95,Onion Bhajee
12,2019-08-03 19:16:00,1,102,8.95,Korma - Chicken
12,2019-08-03 19:16:00,1,14,2.95,Peshwari Naan
12,2019-08-03 19:16:00,1,15,2.95,Pilau Rice
13,2019-08-03 18:37:00,1,110,8.95,Chicken Tikka (Main)
13,2019-08-03 18:37:00,1,103,8.95,Chicken Tikka Masala
13,2019-08-03 18:37:00,1,35,3.95,Meat Samosa
14,2019-08-03 18:36:00,2,6,0.8,Plain Papadum
14,2019-08-03 18:36:00,1,3,0.5,Mango Chutney
14,2019-08-03 18:36:00,1,1,0.5,Mint Sauce
14,2019-08-03 18:36:00,1,4,0.5,Red Sauce
14,2019-08-03 18:36:00,1,42,3.95,Keema Rice
14,2019-08-03 18:36:00,1,13,2.95,Keema Naan
14,2019-08-03 18:36:00,1,169,9.95,Chicken Chilli Garlic
14,2019-08-03 18:36:00,1,168,9.95,Lamb Hari Mirch
14,2019-08-03 18:36:00,1,81,5.95,Mushroom Bhajee
15,2019-08-03 18:36:00,1,92,7.95,Curry - Chicken
15,2019-08-03 18:36:00,1,73,5.95,Bombay Aloo
15,2019-08-03 18:36:00,1,11,2.6,Plain Naan
15,2019-08-03 18:36:00,1,38,3.95,Vegetable Rice
16,2019-08-03 18:34:00,1,212,10.95,Chicken Tikka Biryani
16,2019-08-03 18:34:00,1,82,5.95,Mixed Starter
17,2019-08-03 18:32:00,1,28,3.95,Onion Bhajee
17,2019-08-03 18:32:00,1,212,10.95,Chicken Tikka Biryani
17,2019-08-03 18:32:00,1,113,8.95,Bhuna - Chicken Tikka
17,2019-08-03 18:32:00,1,36,3.95,Mushroom Rice
18,2019-08-03 18:12:00,1,42,3.95,Keema Rice
18,2019-08-03 18:12:00,1,91,7.95,Madras - Lamb
18,2019-08-03 18:12:00,1,73,5.95,Bombay Aloo
19,2019-08-03 18:00:00,1,46,3.95,Masala Sauce
19,2019-08-03 18:00:00,1,36,3.95,Mushroom Rice
19,2019-08-03 18:00:00,1,17,2.95,Bottle Coke
19,2019-08-03 18:00:00,1,14,2.95,Peshwari Naan
19,2019-08-03 18:00:00,2,217,11.95,Tandoori Mixed Grill
19,2019-08-03 18:00:00,3,6,0.8,Plain Papadum
19,2019-08-03 18:00:00,1,1,0.5,Mint Sauce
19,2019-08-03 18:00:00,1,3,0.5,Mango Chutney
19,2019-08-03 18:00:00,1,37,3.95,Korma Sauce
20,2019-08-03 17:58:00,1,199,9.95,Pathia - Prawn
20,2019-08-03 17:58:00,1,176,9.95,Chicken Biryani
20,2019-08-03 17:58:00,2,14,2.95,Peshwari Naan
20,2019-08-03 17:58:00,1,6,0.8,Plain Papadum
20,2019-08-03 17:58:00,1,1,0.5,Mint Sauce
21,2019-08-03 17:57:00,1,105,8.95,Chicken Tikka Jalfrezi
21,2019-08-03 17:57:00,1,116,8.95,Bhuna - Lamb
21,2019-08-03 17:57:00,2,34,3.95,Special Fried Rice
21,2019-08-03 17:57:00,1,14,2.95,Peshwari Naan
21,2019-08-03 17:57:00,1,79,5.95,Aloo Gobi
21,2019-08-03 17:57:00,1,103,8.95,Chicken Tikka Masala
22,2019-08-03 17:52:00,1,35,3.95,Meat Samosa
22,2019-08-03 17:52:00,1,80,5.95,Mixed Vegetable Curry
22,2019-08-03 17:52:00,1,138,8.95,Dupiaza - Lamb
22,2019-08-03 17:52:00,1,29,3.95,Lemon Rice
22,2019-08-03 17:52:00,1,106,8.95,Methi - Lamb
22,2019-08-03 17:52:00,1,15,2.95,Pilau Rice
22,2019-08-03 17:52:00,1,19,2.95,Garlic Naan
22,2019-08-03 17:52:00,1,28,3.95,Onion Bhajee
22,2019-08-03 17:52:00,1,7,0.8,Spicy Papadum
23,2019-08-03 17:18:00,1,11,2.6,Plain Naan
23,2019-08-03 17:18:00,1,15,2.95,Pilau Rice
23,2019-08-03 17:18:00,1,103,8.95,Chicken Tikka Masala
23,2019-08-03 17:18:00,1,116,8.95,Bhuna - Lamb
23,2019-08-03 17:18:00,2,6,0.8,Plain Papadum
24,2019-08-03 16:21:00,1,170,9.95,Lamb Biryani
24,2019-08-03 16:21:00,2,11,2.6,Plain Naan
25,2019-08-02 20:23:00,1,58,4.95,Lamb Tikka
25,2019-08-02 20:23:00,1,28,3.95,Onion Bhajee
25,2019-08-02 20:23:00,1,66,5.95,Saag Paneer
25,2019-08-02 20:23:00,1,103,8.95,Chicken Tikka Masala
25,2019-08-02 20:23:00,1,42,3.95,Keema Rice
25,2019-08-02 20:23:00,1,119,8.95,Rogon - Lamb
25,2019-08-02 20:23:00,1,174,9.95,Chicken Tikka Karahi
25,2019-08-02 20:23:00,1,15,2.95,Pilau Rice
25,2019-08-02 20:23:00,1,73,5.95,Bombay Aloo
26,2019-08-02 20:18:00,1,28,3.95,Onion Bhajee
26,2019-08-02 20:18:00,1,30,3.95,French Fries
26,2019-08-02 20:18:00,1,103,8.95,Chicken Tikka Masala
26,2019-08-02 20:18:00,1,102,8.95,Korma - Chicken
26,2019-08-02 20:18:00,1,11,2.6,Plain Naan
26,2019-08-02 20:18:00,1,15,2.95,Pilau Rice
27,2019-08-02 19:33:00,1,54,4.95,Aloo Chaat
27,2019-08-02 19:33:00,1,103,8.95,Chicken Tikka Masala
27,2019-08-02 19:33:00,1,19,2.95,Garlic Naan
27,2019-08-02 19:33:00,1,15,2.95,Pilau Rice
27,2019-08-02 19:33:00,1,108,8.95,Bhuna - Chicken
28,2019-08-02 19:19:00,3,6,0.8,Plain Papadum
28,2019-08-02 19:19:00,1,29,3.95,Lemon Rice
28,2019-08-02 19:19:00,1,196,9.95,Lamb Mysore
28,2019-08-02 19:19:00,1,118,8.95,Dhansak - Chicken
28,2019-08-02 19:19:00,1,8,1.95,Chapati
29,2019-08-02 19:14:00,2,170,9.95,Lamb Biryani
29,2019-08-02 19:14:00,1,14,2.95,Peshwari Naan
30,2019-08-02 18:41:00,1,28,3.95,Onion Bhajee
30,2019-08-02 18:41:00,1,79,5.95,Aloo Gobi
30,2019-08-02 18:41:00,1,176,9.95,Chicken Biryani
30,2019-08-02 18:41:00,1,90,7.95,Madras - Chicken
30,2019-08-02 18:41:00,1,102,8.95,Korma - Chicken
30,2019-08-02 18:41:00,1,165,9.95,Chicken Balti
30,2019-08-02 18:41:00,1,130,8.95,Chicken Tikka Chilli Masala
30,2019-08-02 18:41:00,1,187,9.95,Lal Mirch Chicken
30,2019-08-02 18:41:00,1,191,9.95,Korma - Prawn
30,2019-08-02 18:41:00,1,230,12.95,Korma - King Prawn
30,2019-08-02 18:41:00,1,18,2.95,Plain Rice
30,2019-08-02 18:41:00,2,36,3.95,Mushroom Rice
30,2019-08-02 18:41:00,1,19,2.95,Garlic Naan
30,2019-08-02 18:41:00,1,13,2.95,Keema Naan
30,2019-08-02 18:41:00,1,14,2.95,Peshwari Naan
30,2019-08-02 18:41:00,10,6,0.8,Plain Papadum
30,2019-08-02 18:41:00,2,7,0.8,Spicy Papadum
30,2019-08-02 18:41:00,2,3,0.5,Mango Chutney
30,2019-08-02 18:41:00,6,5,0.5,Onion Chutney
30,2019-08-02 18:41:00,4,4,0.5,Red Sauce
30,2019-08-02 18:41:00,2,1,0.5,Mint Sauce
31,2019-08-02 18:18:00,1,93,7.95,Vindaloo - Chicken
31,2019-08-02 18:18:00,1,94,7.95,Madras - Chicken Tikka
31,2019-08-02 18:18:00,2,18,2.95,Plain Rice
31,2019-08-02 18:18:00,2,11,2.6,Plain Naan
31,2019-08-02 18:18:00,1,90,7.95,Madras - Chicken
31,2019-08-02 18:18:00,4,6,0.8,Plain Papadum
31,2019-08-02 18:18:00,1,73,5.95,Bombay Aloo
32,2019-08-02 17:57:00,1,105,8.95,Chicken Tikka Jalfrezi
32,2019-08-02 17:57:00,1,15,2.95,Pilau Rice
32,2019-08-02 17:57:00,2,6,0.8,Plain Papadum
32,2019-08-02 17:57:00,1,7,0.8,Spicy Papadum
32,2019-08-02 17:57:00,1,48,3.95,Vindaloo Sauce
33,2019-08-02 17:43:00,1,28,3.95,Onion Bhajee
33,2019-08-02 17:43:00,1,3,0.5,Mango Chutney
33,2019-08-02 17:43:00,1,35,3.95,Meat Samosa
33,2019-08-02 17:43:00,1,68,5.95,Chicken Pakora
33,2019-08-02 17:43:00,1,170,9.95,Lamb Biryani
33,2019-08-02 17:43:00,1,176,9.95,Chicken Biryani
33,2019-08-02 17:43:00,1,212,10.95,Chicken Tikka Biryani
33,2019-08-02 17:43:00,1,79,5.95,Aloo Gobi
34,2019-08-02 17:26:00,1,105,8.95,Chicken Tikka Jalfrezi
34,2019-08-02 17:26:00,1,73,5.95,Bombay Aloo
34,2019-08-02 17:26:00,1,72,5.95,Chana Masala
34,2019-08-02 17:26:00,1,112,8.95,Dupiaza - Chicken
34,2019-08-02 17:26:00,1,13,2.95,Keema Naan
34,2019-08-02 17:26:00,1,15,2.95,Pilau Rice
34,2019-08-02 17:26:00,1,36,3.95,Mushroom Rice
35,2019-08-02 14:11:00,1,71,5.95,Muttar Paneer
35,2019-08-02 14:11:00,1,19,2.95,Garlic Naan
35,2019-08-02 14:11:00,1,36,3.95,Mushroom Rice
35,2019-08-02 14:11:00,1,11,2.6,Plain Naan
36,2019-08-02 11:35:00,2,110,8.95,Chicken Tikka (Main)
36,2019-08-02 11:35:00,1,217,11.95,Tandoori Mixed Grill
36,2019-08-02 11:35:00,1,103,8.95,Chicken Tikka Masala
36,2019-08-02 11:35:00,1,92,7.95,Curry - Chicken
36,2019-08-02 11:35:00,2,73,5.95,Bombay Aloo
36,2019-08-02 11:35:00,1,71,5.95,Muttar Paneer
36,2019-08-02 11:35:00,4,11,2.6,Plain Naan
36,2019-08-02 11:35:00,4,15,2.95,Pilau Rice
36,2019-08-02 11:35:00,1,42,3.95,Keema Rice
36,2019-08-02 11:35:00,1,54,4.95,Aloo Chaat
36,2019-08-02 11:35:00,1,165,9.95,Chicken Balti
36,2019-08-02 11:35:00,1,163,9.95,Chicken Shashlick
36,2019-08-02 11:35:00,1,194,9.95,Vegetable Balti
36,2019-08-02 11:35:00,1,77,5.95,Cauliflower Bhajee
36,2019-08-02 11:35:00,1,93,7.95,Vindaloo - Chicken
37,2019-08-01 20:42:00,1,167,9.95,Butter Chicken
37,2019-08-01 20:42:00,1,214,10.95,Prawn Balti
38,2019-08-01 19:51:00,1,136,8.95,Tandoori Chicken Masala
38,2019-08-01 19:51:00,1,92,7.95,Curry - Chicken
38,2019-08-01 19:51:00,1,79,5.95,Aloo Gobi
38,2019-08-01 19:51:00,1,11,2.6,Plain Naan
38,2019-08-01 19:51:00,1,15,2.95,Pilau Rice
38,2019-08-01 19:51:00,1,6,0.8,Plain Papadum
38,2019-08-01 19:51:00,1,4,0.5,Red Sauce
38,2019-08-01 19:51:00,1,3,0.5,Mango Chutney
38,2019-08-01 19:51:00,1,82,5.95,Mixed Starter
39,2019-08-01 19:16:00,1,91,7.95,Madras - Lamb
39,2019-08-01 19:16:00,1,36,3.95,Mushroom Rice
39,2019-08-01 19:16:00,1,30,3.95,French Fries
39,2019-08-01 19:16:00,2,102,8.95,Korma - Chicken
39,2019-08-01 19:16:00,1,11,2.6,Plain Naan
39,2019-08-01 19:16:00,1,19,2.95,Garlic Naan
40,2019-08-01 18:45:00,4,6,0.8,Plain Papadum
40,2019-08-01 18:45:00,2,104,8.95,Pathia - Chicken Tikka
40,2019-08-01 18:45:00,1,69,5.95,COBRA ( LARGE )
40,2019-08-01 18:45:00,1,248,17.95,House white wine 75cl
40,2019-08-01 18:45:00,2,15,2.95,Pilau Rice
41,2019-08-01 18:41:00,1,58,4.95,Lamb Tikka
41,2019-08-01 18:41:00,1,2,0.5,Lime Pickle
41,2019-08-01 18:41:00,1,5,0.5,Onion Chutney
41,2019-08-01 18:41:00,1,18,2.95,Plain Rice
41,2019-08-01 18:41:00,1,227,12.95,King Prawn Shaslick
41,2019-08-01 18:41:00,2,69,5.95,COBRA ( LARGE )
42,2019-08-01 18:21:00,1,212,10.95,Chicken Tikka Biryani
42,2019-08-01 18:21:00,1,43,3.95,Stuffed Paratha
42,2019-08-01 18:21:00,1,35,3.95,Meat Samosa
43,2019-08-01 18:02:00,1,18,2.95,Plain Rice
43,2019-08-01 18:02:00,2,11,2.6,Plain Naan
43,2019-08-01 18:02:00,1,80,5.95,Mixed Vegetable Curry
43,2019-08-01 18:02:00,1,79,5.95,Aloo Gobi
43,2019-08-01 18:02:00,1,40,3.95,Curry Sauce
43,2019-08-01 18:02:00,1,3,0.5,Mango Chutney
43,2019-08-01 18:02:00,1,12,2.95,Raitha
44,2019-08-01 17:59:00,1,90,7.95,Madras - Chicken
44,2019-08-01 17:59:00,1,11,2.6,Plain Naan
44,2019-08-01 17:59:00,1,22,2.95,Bottle Diet Coke
44,2019-08-01 17:59:00,1,18,2.95,Plain Rice
45,2019-08-01 17:34:00,1,73,5.95,Bombay Aloo
45,2019-08-01 17:34:00,1,105,8.95,Chicken Tikka Jalfrezi
45,2019-08-01 17:34:00,1,36,3.95,Mushroom Rice
45,2019-08-01 17:34:00,2,6,0.8,Plain Papadum
46,2019-08-01 13:33:00,1,77,5.95,Cauliflower Bhajee
46,2019-08-01 13:33:00,1,118,8.95,Dhansak - Chicken
46,2019-08-01 13:33:00,2,65,5.95,Tarka Dall
46,2019-08-01 13:33:00,1,78,5.95,Saag Dall
47,2019-08-01 12:33:00,2,93,7.95,Vindaloo - Chicken
47,2019-08-01 12:33:00,1,34,3.95,Special Fried Rice
47,2019-08-01 12:33:00,1,11,2.6,Plain Naan
47,2019-08-01 12:33:00,1,73,5.95,Bombay Aloo
48,2019-07-31 21:10:00,1,170,9.95,Lamb Biryani
48,2019-07-31 21:10:00,1,176,9.95,Chicken Biryani
48,2019-07-31 21:10:00,1,73,5.95,Bombay Aloo
48,2019-07-31 21:10:00,1,14,2.95,Peshwari Naan
49,2019-07-31 20:35:00,1,133,8.95,Dhansak - Lamb
49,2019-07-31 20:35:00,1,102,8.95,Korma - Chicken
49,2019-07-31 20:35:00,1,11,2.6,Plain Naan
49,2019-07-31 20:35:00,1,15,2.95,Pilau Rice
50,2019-07-31 20:11:00,2,15,2.95,Pilau Rice
50,2019-07-31 20:11:00,2,103,8.95,Chicken Tikka Masala
50,2019-07-31 20:11:00,1,94,7.95,Madras - Chicken Tikka
50,2019-07-31 20:11:00,2,28,3.95,Onion Bhajee
51,2019-07-31 20:05:00,1,105,8.95,Chicken Tikka Jalfrezi
51,2019-07-31 20:05:00,1,15,2.95,Pilau Rice
51,2019-07-31 20:05:00,1,11,2.6,Plain Naan
51,2019-07-31 20:05:00,1,16,2.95,Green Salad
52,2019-07-31 19:54:00,1,60,4.95,Sheek Kebab
52,2019-07-31 19:54:00,1,171,9.95,Vegetable Biryani
52,2019-07-31 19:54:00,1,54,4.95,Aloo Chaat
52,2019-07-31 19:54:00,1,219,11.95,Madras - King Prawn
52,2019-07-31 19:54:00,2,15,2.95,Pilau Rice
52,2019-07-31 19:54:00,1,167,9.95,Butter Chicken
52,2019-07-31 19:54:00,1,6,0.8,Plain Papadum
53,2019-07-31 19:35:00,1,103,8.95,Chicken Tikka Masala
53,2019-07-31 19:35:00,5,11,2.6,Plain Naan
53,2019-07-31 19:35:00,1,148,8.95,Rogon - Chicken
53,2019-07-31 19:35:00,1,110,8.95,Chicken Tikka (Main)
53,2019-07-31 19:35:00,2,94,7.95,Madras - Chicken Tikka
53,2019-07-31 19:35:00,1,19,2.95,Garlic Naan
53,2019-07-31 19:35:00,1,73,5.95,Bombay Aloo
53,2019-07-31 19:35:00,1,74,5.95,Saag Aloo
53,2019-07-31 19:35:00,1,30,3.95,French Fries
53,2019-07-31 19:35:00,2,15,2.95,Pilau Rice
53,2019-07-31 19:35:00,3,28,3.95,Onion Bhajee
54,2019-07-31 19:31:00,4,6,0.8,Plain Papadum
54,2019-07-31 19:31:00,1,1,0.5,Mint Sauce
54,2019-07-31 19:31:00,1,174,9.95,Chicken Tikka Karahi
54,2019-07-31 19:31:00,1,81,5.95,Mushroom Bhajee
54,2019-07-31 19:31:00,2,18,2.95,Plain Rice
55,2019-07-31 19:17:00,1,53,3.95,Chicken Tikka
55,2019-07-31 19:17:00,1,70,5.95,Royal Paneer
55,2019-07-31 19:17:00,1,19,2.95,Garlic Naan
55,2019-07-31 19:17:00,1,22,2.95,Bottle Diet Coke
56,2019-07-31 19:05:00,1,102,8.95,Korma - Chicken
56,2019-07-31 19:05:00,1,14,2.95,Peshwari Naan
56,2019-07-31 19:05:00,1,29,3.95,Lemon Rice
56,2019-07-31 19:05:00,1,36,3.95,Mushroom Rice
56,2019-07-31 19:05:00,1,193,9.95,Lamb Sylhet
57,2019-07-31 19:02:00,2,7,0.8,Spicy Papadum
57,2019-07-31 19:02:00,1,4,0.5,Red Sauce
57,2019-07-31 19:02:00,1,18,2.95,Plain Rice
57,2019-07-31 19:02:00,1,131,8.95,Dupiaza - Chicken Tikka
57,2019-07-31 19:02:00,1,8,1.95,Chapati
58,2019-07-31 18:58:00,1,135,8.95,Saag - Chicken
58,2019-07-31 18:58:00,1,66,5.95,Saag Paneer
58,2019-07-31 18:58:00,1,45,3.95,Saag Rice
59,2019-07-31 18:50:00,1,60,4.95,Sheek Kebab
59,2019-07-31 18:50:00,3,6,0.8,Plain Papadum
59,2019-07-31 18:50:00,1,122,8.95,Lamb Tikka Masala
59,2019-07-31 18:50:00,1,15,2.95,Pilau Rice
59,2019-07-31 18:50:00,1,13,2.95,Keema Naan
59,2019-07-31 18:50:00,1,30,3.95,French Fries
60,2019-07-31 17:16:00,1,42,3.95,Keema Rice
60,2019-07-31 17:16:00,1,73,5.95,Bombay Aloo
60,2019-07-31 17:16:00,1,91,7.95,Madras - Lamb
61,2019-07-31 13:55:00,1,170,9.95,Lamb Biryani
61,2019-07-31 13:55:00,1,144,8.95,Lamb Tikka Chilli Masala
61,2019-07-31 13:55:00,1,19,2.95,Garlic Naan
62,2019-07-30 21:05:00,1,185,9.95,Paneer Tikka Sizzler
62,2019-07-30 21:05:00,1,48,3.95,Vindaloo Sauce
62,2019-07-30 21:05:00,1,18,2.95,Plain Rice
62,2019-07-30 21:05:00,1,30,3.95,French Fries
63,2019-07-30 20:10:00,1,182,9.95,Chicken Mysore
63,2019-07-30 20:10:00,3,19,2.95,Garlic Naan
63,2019-07-30 20:10:00,1,180,9.95,Lamb Chilli Garlic
64,2019-07-30 19:55:00,1,54,4.95,Aloo Chaat
64,2019-07-30 19:55:00,1,217,11.95,Tandoori Mixed Grill
64,2019-07-30 19:55:00,1,10,2.6,Tandoori Roti
65,2019-07-30 18:43:00,1,63,5.95,King Prawn Puree
65,2019-07-30 18:43:00,1,6,0.8,Plain Papadum
65,2019-07-30 18:43:00,1,163,9.95,Chicken Shashlick
65,2019-07-30 18:43:00,1,64,5.95,Bhindi Bhajee
65,2019-07-30 18:43:00,1,27,3.95,Dhansak Sauce
66,2019-07-30 18:43:00,2,28,3.95,Onion Bhajee
66,2019-07-30 18:43:00,1,65,5.95,Tarka Dall
66,2019-07-30 18:43:00,1,66,5.95,Saag Paneer
66,2019-07-30 18:43:00,1,67,5.95,Baingan Hari Mirch
67,2019-07-30 18:38:00,1,90,7.95,Madras - Chicken
67,2019-07-30 18:38:00,1,29,3.95,Lemon Rice
67,2019-07-30 18:38:00,1,7,0.8,Spicy Papadum
67,2019-07-30 18:38:00,1,30,3.95,French Fries
68,2019-07-30 18:33:00,1,1,0.5,Mint Sauce
68,2019-07-30 18:33:00,1,2,0.5,Lime Pickle
69,2019-07-30 18:01:00,2,3,0.5,Mango Chutney
70,2019-07-30 17:35:00,1,4,0.5,Red Sauce
71,2019-07-30 17:00:00,1,5,0.5,Onion Chutney
71,2019-07-30 17:00:00,1,4,0.5,Red Sauce
72,2019-07-29 22:21:00,1,4,0.5,Red Sauce
73,2019-07-29 20:03:00,1,3,0.5,Mango Chutney
74,2019-07-29 17:20:00,1,1,0.5,Mint Sauce
75,2019-07-28 20:00:00,1,3,0.5,Mango Chutney
75,2019-07-28 20:00:00,1,1,0.5,Mint Sauce
75,2019-07-28 20:00:00,1,5,0.5,Onion Chutney
76,2019-07-28 19:29:00,1,5,0.5,Onion Chutney
77,2019-07-28 19:29:00,1,3,0.5,Mango Chutney
77,2019-07-28 19:29:00,1,1,0.5,Mint Sauce
78,2019-07-28 17:58:00,1,3,0.5,Mango Chutney
78,2019-07-28 17:58:00,1,1,0.5,Mint Sauce
79,2019-07-28 17:41:00,1,3,0.5,Mango Chutney
80,2019-07-28 17:10:00,1,3,0.5,Mango Chutney
81,2019-07-27 20:28:00,1,3,0.5,Mango Chutney
81,2019-07-27 20:28:00,1,1,0.5,Mint Sauce
82,2019-07-27 19:49:00,2,3,0.5,Mango Chutney
82,2019-07-27 19:49:00,1,2,0.5,Lime Pickle
83,2019-07-27 19:36:00,1,3,0.5,Mango Chutney
84,2019-07-27 19:35:00,1,1,0.5,Mint Sauce
84,2019-07-27 19:35:00,1,4,0.5,Red Sauce
85,2019-07-27 19:35:00,1,1,0.5,Mint Sauce
85,2019-07-27 19:35:00,1,3,0.5,Mango Chutney
86,2019-07-27 19:23:00,2,1,0.5,Mint Sauce
87,2019-07-27 18:56:00,1,3,0.5,Mango Chutney
87,2019-07-27 18:56:00,1,1,0.5,Mint Sauce
88,2019-07-27 18:18:00,1,3,0.5,Mango Chutney
89,2019-07-27 18:11:00,1,3,0.5,Mango Chutney
90,2019-07-27 18:01:00,1,1,0.5,Mint Sauce
90,2019-07-27 18:01:00,1,3,0.5,Mango Chutney
91,2019-07-27 16:55:00,2,5,0.5,Onion Chutney
91,2019-07-27 16:55:00,2,4,0.5,Red Sauce
91,2019-07-27 16:55:00,2,1,0.5,Mint Sauce
91,2019-07-27 16:55:00,1,3,0.5,Mango Chutney
91,2019-07-27 16:55:00,1,2,0.5,Lime Pickle
92,2019-07-26 20:42:00,1,1,0.5,Mint Sauce
93,2019-07-26 19:51:00,1,3,0.5,Mango Chutney
94,2019-07-26 19:42:00,1,3,0.5,Mango Chutney
94,2019-07-26 19:42:00,1,4,0.5,Red Sauce
95,2019-07-26 19:42:00,1,4,0.5,Red Sauce
95,2019-07-26 19:42:00,1,3,0.5,Mango Chutney
95,2019-07-26 19:42:00,1,1,0.5,Mint Sauce
96,2019-07-26 19:33:00,1,4,0.5,Red Sauce
96,2019-07-26 19:33:00,1,3,0.5,Mango Chutney
96,2019-07-26 19:33:00,1,1,0.5,Mint Sauce
97,2019-07-26 19:12:00,1,1,0.5,Mint Sauce
97,2019-07-26 19:12:00,1,4,0.5,Red Sauce
98,2019-07-26 18:32:00,1,3,0.5,Mango Chutney
99,2019-07-26 18:14:00,1,3,0.5,Mango Chutney
99,2019-07-26 18:14:00,1,2,0.5,Lime Pickle
100,2019-07-26 17:56:00,1,3,0.5,Mango Chutney
101,2019-07-26 17:46:00,2,1,0.5,Mint Sauce
101,2019-07-26 17:46:00,1,5,0.5,Onion Chutney
101,2019-07-26 17:46:00,1,4,0.5,Red Sauce
101,2019-07-26 17:46:00,1,2,0.5,Lime Pickle
102,2019-07-25 19:51:00,1,5,0.5,Onion Chutney
102,2019-07-25 19:51:00,1,4,0.5,Red Sauce
